,resets.sent.a2b,ack.pkts.sent.a2b,pure.acks.sent.b2a,sack.pkts.sent.b2a,dsack.pkts.sent.a2b,actual.data.bytes.b2a,rexmt.data.bytes.a2b,rexmt.data.bytes.b2a,outoforder.pkts.b2a,pushed.data.pkts.b2a,max.segm.size.b2a,min.segm.size.a2b,min.segm.size.b2a,avg.segm.size.a2b,avg.segm.size.b2a,max.win.adv.a2b,max.win.adv.b2a,min.win.adv.a2b,avg.win.adv.a2b,min.non.zero.owin.b2a,avg.owin.a2b,avg.owin.b2a,wavg.owin.a2b,initial.window.bytes.b2a,initial.window.pkts.b2a,truncated.data.a2b,data.xmit.time.a2b,data.xmit.time.b2a,idletime.max.b2a,throughput.a2b,rtt.min.a2b,rtt.max.a2b,rtt.avg.a2b,rtt.stdev.a2b,rtt.from.3whs.a2b,rtt.full.sz.smpls.a2b,rtt.full.sz.min.a2b,rtt.full.sz.max.a2b,segs.cum.acked.a2b,triple.dupacks.a2b,max.retrans.a2b,min.retr.time.a2b,avg.retr.time.a2b,sdv.retr.time.a2b,fin.pkts.sent.a2b,rtt.samples.b2a,rtt.min.b2a,rtt.max.b2a,rtt.avg.b2a,rtt.stdev.b2a,rtt.from.3whs.b2a,rtt.full.sz.smpls.b2a,rtt.full.sz.min.b2a,rtt.full.sz.max.b2a,rtt.full.sz.avg.b2a,post.loss.acks.b2a,rtt.min.last.b2a,rtt.max.last.b2a,rtt.avg.last.b2a,rtt.sdv.last.b2a,segs.cum.acked.b2a,triple.dupacks.b2a,max.retrans.b2a,min.retr.time.b2a,max.retr.time.b2a,avg.retr.time.b2a,sdv.retr.time.b2a,syn.pkts.sent.b2a,fin.pkts.sent.b2a,duplicate.acks.b2a,abs.downlinkdelay.min,abs.downlinkdelay.50.,abs.downlinkdelay.75.,abs.downlinkdelay.max,abs.uplinkdelay.25.,abs.uplinkdelay.50.,abs.uplinkdelay.avg,abs.uplinkdelay.75.,abs.uplinkdelay.max,abs.downlinkdeltadelay.25.,abs.uplinkdeltadelay.avg,abs.rtt.min,abs.rtt.25.,abs.rtt.50.,abs.rtt.avg,abs.rtt.75.,abs.rtt.max,abs.cwin.min,abs.cwin.25.,abs.cwin.50.,abs.cwin.avg,abs.cwin.75.,abs.cwin.max,abs.rwin.25.,abs.rwin.50.,abs.rwin.75.,abs.rwin.max,abs.winratio.min,abs.winratio.25.,abs.winratio.50.,abs.winratio.avg,abs.winratio.75.,abs.winratio.max,abs.radiobuffer.min,abs.radiobuffer.25.,abs.radiobuffer.50.,abs.radiobuffer.avg,abs.radiobuffer.75.,abs.radiobuffer.max,abs.idletime.50.,abs.idletime.avg,abs.idletime.75.,abs.idletime.max,abs.segmentsizes.min,abs.segmentsizes.25.,abs.segmentsizes.50.,abs.segmentsizes.avg,abs.segmentsizes.75.,abs.segmentsizes.max,abs.packetlost.sum,abs.pushevents.sum,abs.instanttp.min,abs.instanttp.25.,abs.instanttp.50.,abs.instanttp.75.,abs.instanttp.max,abs.burst.sum,abs.rtoevents.sum,abs.theoricalmaxtp.25.,abs.theoricalmaxtp.50.,abs.theoricalmaxtp.avg,abs.theoricalmaxtp.75.,abs.theoricalmaxtp.max,transfer.datarate
8541,158.0,28569.0,6.0,0.0,97.0,537440873.0,0.0,906179.0,73.0,15019.0,65236.0,232.0,4.0,231.0,10272.6,41943040.0,1484800.0,1638400.0,40378093.0,5.0,5.0,211060.0,0.0,27760.0,7.0,460.0,0.0,7.339,208.9,155.0,17.4,29.2,24.5,6.2,27.2,2.0,18.6,29.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6642.0,0.0,46.7,0.6,2.1,0.7,1.0,0.3,0.7,0.7,32.0,0.0,0.0,0.0,0.0,20278.0,13.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,196.0,3.0,30.0,38.0,355.0,9.0,12.0,10.9626896185141,14.0,38.0,19.0,203.962689618514,0.0,34.0,42.0,50.4443917022375,51.0,378.0,0.0,3947552.0,4351491.0,4543980.06670892,4656540.0,7608200.0,41937920.0,41937920.0,41940992.0,41943040.0,0.0703167443688194,0.0945412648028324,0.104595547000891,0.113878973213975,0.111227833903064,0.299439816444613,0.0,1713010.0,2311246.0,2499806.9852394,2889346.75,12588771.0,0.0,0.150777911802588,0.0,169.999999998254,0.0,2776.0,6940.0,10972.5643801416,15268.0,65236.0,18.0,14996.0,8e-05,584.96584,657.2456,700.83072,878.86752,8.0,10.0,671.24289360274,833.539911092588,3142239912.71595,1032.38157572629,31360664000000.0,581575.653
8550,47.0,9673.0,5.0,0.0,0.0,33235841.0,0.0,0.0,2927.0,1916.0,42464.0,232.0,2.0,231.0,2554.6,27427840.0,1726848.0,1638400.0,18990682.0,5.0,5.0,3917748.0,4.0,18578.0,7.0,460.0,0.0,7.451,137.0,155.0,18.4,37.6,29.0,0.0,37.6,1.0,28.1,37.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,226.0,0.1,5.5,0.6,0.5,0.9,1.0,0.5,0.9,0.9,266.0,0.0,0.0,0.0,0.0,10410.0,387.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6657.0,3.0,817.0,1307.25,2534.0,-689.0,-223.0,-405.34829388257,7.0,35.0,639.0,1640.65170611743,0.0,529.0,624.0,642.661078172207,705.0,2542.0,0.0,5041513.0,6532874.0,6900219.45319705,8878676.0,11555236.0,15904768.0,19523584.0,24930304.0,27091968.0,0.162303395077201,0.226340106670673,0.311367881430422,0.370944848054412,0.512495110668391,0.627278832449519,0.0,2265415.25,3428304.5,4007768.08061789,5391769.0,10440944.0,0.0,0.575974175697952,0.0,69.999999999709,1.0,1327.0,1327.0,2604.50174896282,2654.0,42464.0,467.0,1916.0,0.00024,27.60136,36.64664,41.54776,79.19696,221.0,0.0,62.5962092151554,78.546568599606,5823995194.67249,124.739047324861,42628512000000.0,36488.11
8557,0.0,27087.0,5.0,0.0,8.0,511845531.0,0.0,16656.0,33.0,14092.0,65236.0,232.0,4.0,231.0,10817.4,41943040.0,1409280.0,1638400.0,40503884.0,5.0,5.0,230853.0,0.0,37476.0,8.0,460.0,0.0,7.216,137.7,160.0,14.2,22.6,19.8,0.0,22.6,1.0,19.6,22.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6122.0,0.0,44.5,0.4,1.1,0.8,1.0,0.3,0.8,0.8,8.0,0.0,0.0,0.0,0.0,19384.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,131.0,3.0,36.0,47.0,282.0,6.0,9.0,8.33947232058036,11.0,47.0,23.0,131.33947232058,0.0,35.0,45.0,51.3351477040957,56.0,294.0,0.0,3986882.0,4374700.0,4761404.00749201,4883078.0,9901756.0,41937920.0,41937920.0,41939968.0,41943040.0,0.0754932290394946,0.0954942925161763,0.104300975799561,0.119678857102459,0.11642165184021,0.399562432786473,0.0,1887281.75,2607728.0,2751270.96141722,3218255.75,11690451.0,0.0,0.156320846378176,0.0,131.000000001222,1.0,2776.0,7496.0,11052.7454258743,16656.0,65236.0,2.0,14092.0,0.00016,535.62336,610.95216,671.65424,1027.03976,1.0,5.0,644.291137242269,801.51888370229,739753199.972151,1017.10940537792,34262368000000.0,566513.016
8565,42.0,25515.0,28.0,0.0,161.0,343958240.0,0.0,1085688.0,39.0,13315.0,65236.0,232.0,3.0,231.0,7706.6,41938944.0,1483392.0,1638400.0,39479526.0,5.0,5.0,113212.0,104.0,22302.0,8.0,460.0,0.0,7.342,725.6,145.0,16.8,59.3,38.1,0.0,59.3,1.0,44.4,59.3,0.0,2.0,0.0,0.0,0.0,0.0,5.0,6040.0,0.0,10.1,0.4,0.6,0.5,1.0,0.2,0.5,0.5,17.0,0.0,0.0,0.0,0.0,15832.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,180.0,3.0,34.0,45.0,656.0,8.0,10.0,5.69811320754717,12.0,45.0,22.0,599.698113207547,0.0,35.0,44.0,54.0888412545986,56.0,667.0,0.0,2374582.0,2587277.0,3003820.5662315,3721293.0,6721049.0,41936896.0,41938944.0,41938944.0,41938944.0,0.0453204067322248,0.0569963802617443,0.0618430766237334,0.0928681447956683,0.0927135141332349,5.23531494140625,0.0,1164472.5,1571513.0,1770954.60394313,2159018.0,22000286.0,0.0,0.195829094608321,0.0,728.000000002794,0.0,2776.0,5552.0,8304.9701344073,11104.0,65236.0,9.0,13287.0,8e-05,358.6272,390.1596,427.64736,738.88464,5.0,19.0,412.970782599718,501.69251612094,3550120428.09192,608.988551618266,29314760000000.0,373318.91
8573,17.0,20937.0,54.0,0.0,149.0,343513545.0,0.0,807284.0,280.0,11471.0,65236.0,232.0,4.0,231.0,9491.0,41940992.0,1542144.0,1638400.0,39792850.0,5.0,5.0,455992.0,4.0,59684.0,20.0,460.0,0.0,7.292,295.1,160.0,19.3,31.6,26.4,0.0,22.2,1.0,19.9,22.2,0.0,3.0,0.0,0.0,0.0,0.0,1.0,3995.0,0.0,44.1,0.5,1.3,0.7,1.0,0.2,0.7,0.7,221.0,0.0,22.9,19.9,0.0,16400.0,99.0,3.0,0.0,321.1,72.98,64.08,5.0,0.0,1268.0,3.0,46.0,86.0,547.0,6.0,9.0,5.46810101345738,12.0,166.0,27.0,350.468101013457,0.0,39.0,54.0,74.2117656047798,90.0,555.0,0.0,3125710.0,3656939.0,4782758.75854239,6584629.0,11442858.0,41937920.0,41937920.0,41937920.0,41940992.0,0.0631689888292028,0.074531831812355,0.0871988644167379,0.124256371190554,0.161419143352642,0.345815499981637,0.0,1671420.0,2303682.0,2757480.40183862,3390154.75,18334893.0,0.0,0.202807853127496,0.0,292.999999997846,0.0,2776.0,6940.0,9519.69232913368,13880.0,217916.0,89.0,11440.0,8e-05,336.9216,435.42144,503.46088,869.11624,57.0,21.0,400.10225850068,580.320923065763,1085510378.10285,851.849275349973,39202096000000.0,365933.451
8581,98.0,21534.0,7.0,0.0,494.0,307967948.0,0.0,3909211.0,263.0,11124.0,65236.0,232.0,3.0,231.0,8932.6,41943040.0,1428864.0,1638400.0,40030217.0,5.0,5.0,185222.5,0.0,29148.0,7.0,460.0,0.0,7.296,203.9,160.0,16.5,30.1,21.5,7.5,19.3,2.0,17.5,30.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4325.0,0.0,9.6,0.4,0.5,0.9,1.0,0.4,0.9,0.9,169.0,0.0,0.1,0.1,0.0,13124.0,53.0,4.0,0.0,1.1,0.4,0.02,5.0,0.0,838.0,3.0,42.0,76.0,676.0,8.0,10.0,-0.382690058479532,13.0,38.0,25.0,538.61730994152,0.0,39.0,53.0,73.7637269455718,80.0,681.0,0.0,2497218.0,2763690.0,3744447.98625731,4666126.0,8141788.0,41938944.0,41943040.0,41943040.0,41943040.0,0.0365825653076172,0.0595807552337646,0.0661832809448242,0.0962543082511367,0.111259031295776,0.38655954481886,0.0,1217400.5,1697809.0,2286300.94353801,3090770.0,21481504.0,0.0,0.214158308722493,0.0,190.999999998894,0.0,2776.0,6940.0,8942.34929161747,12492.0,65236.0,170.0,11004.0,0.00016,304.68712,371.83648,431.7004,870.96224,41.0,57.0,358.407769227323,461.05085713188,9125477019.99064,616.713371410951,37892128000000.0,336227.421
8588,20.0,35905.0,12.0,0.0,0.0,909710309.0,0.0,0.0,16.0,20023.0,65236.0,232.0,4.0,231.0,12626.6,41938944.0,1579904.0,1638400.0,40733414.0,5.0,5.0,300439.0,0.0,20006.0,7.0,460.0,0.0,7.292,52.4,160.0,17.8,36.5,30.2,0.0,36.5,1.0,27.6,36.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9918.0,0.0,48.9,0.4,1.6,0.5,1.0,0.2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,29096.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,53.0,68.0,149.0,6.0,8.0,7.75145467106778,10.0,33.0,43.0,77.7514546710678,1.0,53.0,61.0,67.4317634074242,76.0,159.0,0.0,7714050.0,9198896.0,10363168.7930452,11449488.0,19730481.0,41937920.0,41937920.0,41938944.0,41938944.0,0.128506907565436,0.187685889277517,0.219914578500794,0.252489065497708,0.273010392503968,0.470468754768954,0.0,5344461.0,6344216.0,7769567.17367007,9520377.0,22598961.0,0.0,0.112383701292715,0.0,18.0000000036671,1.0,2776.0,8328.0,13965.3703976662,19432.0,65236.0,0.0,20022.0,8e-05,911.35632,1033.80096,1151.44656,1420.56648,0.0,0.0,1085.70317239507,1250.86913205187,1247.94779813597,1400.0529999825,31485.3919842573,992160.749
8594,2.0,14330.0,16.0,0.0,2695.0,203102755.0,0.0,20097037.0,1604.0,6168.0,65236.0,232.0,4.0,231.0,9423.6,41942016.0,1483264.0,1638400.0,38740841.0,5.0,5.0,1984819.0,1.0,47766.0,12.0,460.0,0.0,7.405,766.7,155.0,17.7,22.1,21.3,0.0,21.8,1.0,20.0,21.8,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2091.0,0.0,46.7,0.5,1.7,0.8,1.0,0.2,0.8,0.8,699.0,0.0,3.8,1.7,1.8,7718.0,45.0,4.0,0.0,1114.7,189.7,148.86,5.0,0.0,4144.0,3.0,129.0,913.0,2260.0,-119.0,8.0,-233.910889659157,12.0,235.0,65.0,1881.08911034084,1.0,71.0,120.0,348.311917670236,497.0,2204.0,0.0,3544770.0,7368254.0,8226062.54934527,11441312.0,19125592.0,41402368.0,41935872.0,41937920.0,41939968.0,0.0344018015199609,0.0847119742705408,0.176164058112241,0.21378203521168,0.323185592573363,0.573258039873691,0.0,2514131.5,5763789.5,8801892.37040246,13984326.0,36896450.0,0.0,0.358143565548047,0.0,298.999999999069,0.0,2776.0,5924.0,9175.98077652028,12546.0,159620.0,1619.0,5561.0,0.00016,199.84384,347.40536,453.10064,729.47208,338.0,163.0,138.149802197423,339.698206892647,500.664609693581,552.625271022873,58946.031941054,195669.134
8602,102.0,16301.0,6.0,0.0,0.0,214926547.0,0.0,0.0,184.0,9146.0,65236.0,232.0,4.0,231.0,7558.4,41937920.0,1718528.0,1638400.0,39103494.0,5.0,5.0,307848.0,1.0,51356.0,13.0,460.0,0.0,7.276,160.1,160.0,17.0,37.4,28.9,7.7,29.2,2.0,17.0,37.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3254.0,0.0,26.2,0.6,1.2,0.6,1.0,0.2,0.6,0.6,154.0,0.0,0.0,0.0,0.0,12355.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,411.0,3.0,45.0,65.0,405.0,8.0,10.0,4.463714856572,13.0,56.0,30.0,341.463714856572,0.0,42.0,55.0,76.0909224066188,73.0,415.0,0.0,1690784.0,2433084.0,3306282.67118596,2806716.0,13970365.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0264916333475766,0.0404018129654499,0.0580163250824075,0.0878799288770151,0.0694350125137346,0.333120121360335,0.0,867823.0,1265244.0,1794899.54156558,1884635.0,9901076.0,0.0,0.260962643165465,0.0,144.000000000233,1.0,2776.0,5552.0,7671.06923738532,11104.0,65236.0,55.0,9146.0,8e-05,211.98336,253.83072,286.35264,535.55768,31.0,0.0,258.586969431185,326.875842699825,2479418137.28913,421.123368413665,17373280000000.0,238977.334
8610,60.0,17992.0,14.0,0.0,173.0,257155260.0,0.0,1189107.0,62.0,9521.0,65236.0,232.0,8.0,231.0,8941.2,41940992.0,1664000.0,1638400.0,39632296.0,5.0,5.0,137650.0,1.0,37476.0,12.0,460.0,0.0,7.337,166.1,155.0,16.9,30.9,29.3,0.0,27.7,1.0,16.9,27.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3807.0,0.0,42.0,0.4,0.8,0.5,1.0,0.3,0.5,0.5,10.0,0.0,0.0,0.0,0.0,10403.0,22.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,235.0,3.0,143.0,287.0,776.0,8.0,10.0,7.9349347589069,13.0,56.0,67.0,214.934934758907,1.0,80.0,153.0,225.496450336508,297.0,785.0,0.0,3347540.0,7335492.0,7846465.51820068,11323685.0,24032370.0,41937920.0,41940992.0,41940992.0,41940992.0,0.0526129812828104,0.0847955861415963,0.175850542897693,0.195834277744952,0.27349810896223,0.573004329511329,0.0,2448583.0,6279063.0,7880431.31565435,10377008.0,25100366.0,0.0,0.259320483961719,0.0,138.999999995576,1.0,2776.0,6940.0,9142.68317671165,13540.0,245276.0,111.0,9480.0,8e-05,249.34048,306.1992,361.50048,730.60216,5.0,26.0,255.518640522041,311.072054236234,367.602112957201,442.802620682021,58513.8319414862,279701.593
8619,64.0,18793.0,5.0,0.0,0.0,221185095.0,0.0,0.0,136.0,8945.0,65236.0,232.0,4.0,231.0,7913.0,41942016.0,1830400.0,1638400.0,38776069.0,5.0,5.0,157400.0,5.0,24984.0,9.0,460.0,0.0,7.284,56.3,160.0,28.8,38.8,33.8,0.0,29.1,1.0,28.8,29.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3802.0,0.0,48.1,0.4,1.0,0.9,1.0,0.5,0.9,0.9,109.0,0.0,0.0,0.0,0.0,9520.0,15.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,257.0,3.0,37.0,48.0,230.0,13.0,15.0,13.0853531545118,18.0,50.0,24.0,181.085353154512,2.0,42.0,52.0,54.9614550426044,63.0,243.0,0.0,1828085.0,2055300.0,2509741.25505404,2406552.0,10406708.0,41937920.0,41937920.0,41942016.0,41942016.0,0.035106465769813,0.0436433241549476,0.0490888182389707,0.078899621850906,0.0573850768545197,0.638126383351124,0.0,754264.0,1055708.0,1220287.5223886,1400884.0,7971608.0,0.0,0.262999138178703,0.0,48.0000000025029,1.0,2776.0,6504.0,7947.05856879939,11104.0,65236.0,95.0,8944.0,8e-05,229.5124,248.76512,268.15104,512.44768,18.0,0.0,275.93735848536,331.001931028776,391.324139275124,419.174588222965,5147.1893316176,243348.533
8624,123.0,22348.0,5.0,0.0,0.0,346441120.0,0.0,0.0,8.0,11652.0,65236.0,232.0,4.0,231.0,9351.4,41937920.0,1543424.0,1638400.0,40047991.0,5.0,5.0,134208.0,0.0,37476.0,10.0,460.0,0.0,7.343,130.2,155.0,18.1,35.6,28.4,0.0,35.6,1.0,23.7,35.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4628.0,0.0,25.0,0.4,0.6,0.6,1.0,0.3,0.6,0.6,0.0,0.0,0.0,0.0,0.0,14498.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,40.0,61.0,387.0,7.0,10.0,7.43605122386124,12.0,33.0,26.0,221.436051223861,0.0,38.0,49.0,59.1406619885869,69.0,395.0,0.0,2782340.0,3118448.0,3534819.71578322,3895764.0,7475500.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0436733629135637,0.0663442536015139,0.0743586711024295,0.089984292824664,0.0928935912892199,0.37531762514417,0.0,1348259.0,1901006.0,2313833.29899497,2577684.0,12259368.0,0.0,0.199146245913773,0.0,38.0000000004657,1.0,2776.0,6940.0,9359.8267718663,13880.0,65236.0,0.0,11652.0,8e-05,349.4736,398.20448,449.42816,692.95296,0.0,0.0,414.205538453573,522.958545438698,2951566989.15661,632.213853643117,27312320000000.0,378626.541
8628,223.0,22188.0,5.0,0.0,669.0,321320497.0,0.0,5842260.0,191.0,10091.0,65236.0,232.0,4.0,231.0,9365.0,41269248.0,1582720.0,1638400.0,38577424.0,5.0,5.0,139679.0,0.0,29148.0,9.0,460.0,0.0,7.291,254.8,160.0,18.1,35.4,30.5,0.0,35.4,1.0,21.9,35.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4486.0,0.0,43.8,0.4,0.9,0.4,1.0,0.2,0.4,0.4,76.0,0.0,1.0,0.5,0.0,11957.0,40.0,3.0,0.0,43.9,5.84,4.98,5.0,0.0,807.0,3.0,48.0,67.0,688.0,6.0,9.0,-1.84621258848063,12.0,32.0,27.0,663.153787411519,0.0,37.0,56.0,68.7220198337875,71.0,698.0,0.0,2444756.0,3374324.0,3902234.00161541,5547396.0,6682541.0,41268224.0,41268224.0,41269248.0,41269248.0,0.02976590223838,0.0592406399655095,0.0817656703617776,0.102993404229594,0.138936049198531,0.531269166468819,0.0,1248724.5,2264346.0,2552444.21464446,3673165.5,7188419.0,0.0,0.215091347001019,0.0,202.999999994063,0.0,2776.0,6940.0,9354.3306788356,13880.0,65236.0,364.0,9932.0,8e-05,361.19348,449.63544,522.13996,701.78344,62.0,83.0,442.534295074713,569.929999985752,6199054376.62189,675.991322022441,48782840000000.0,343548.666
8725,181.0,20449.0,121.0,0.0,232.0,239230078.0,0.0,499108.0,593.0,11323.0,47192.0,232.0,2.0,231.0,6491.6,15800320.0,1504512.0,1638400.0,14334336.0,5.0,5.0,113875.0,3.0,24984.0,12.0,460.0,0.0,7.337,194.3,155.0,20.4,36.6,29.2,0.0,22.0,1.0,20.4,22.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3998.0,0.0,43.2,0.5,0.9,0.6,1.0,0.3,0.6,0.6,323.0,0.0,0.0,0.0,0.0,16492.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,233.0,3.0,28.0,41.0,379.0,10.0,12.0,10.7855751022312,14.0,188.0,16.0,210.785575102231,0.0,31.0,40.0,46.9843007860667,53.0,566.0,0.0,1601816.0,1981956.0,1938996.58657409,2526788.0,2888390.0,15800320.0,15800320.0,15800320.0,15800320.0,0.0395220439298678,0.103264807295042,0.126818570763124,0.133170817192055,0.162474177738172,0.447706093829274,0.0,633663.0,1008380.0,1055902.68957378,1431436.0,3006448.0,0.0,0.202327368536496,0.0,192.999999999302,0.0,2776.0,5552.0,6580.28376885255,9716.0,47192.0,17.0,11299.0,8e-05,237.92544,295.35968,331.5936,512.75072,12.0,122.0,287.252999991023,374.689066654177,5806695782.01313,471.476235280251,19903544000000.0,257747.239
8736,0.0,96840.0,5.0,0.0,24874.0,201639196.0,0.0,43986821.0,39181.0,7024.0,29148.0,232.0,4.0,231.0,1818.8,17666048.0,1493120.0,1638400.0,17130575.0,5.0,5.0,64300.0,0.0,29148.0,9.0,460.0,0.0,7.573,36.2,150.0,17.3,22.0,20.0,0.0,22.0,1.0,17.3,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5280.0,0.0,18.4,2.0,1.9,0.6,1.0,0.4,0.6,0.6,18874.0,0.0,3.3,3.3,0.0,41508.0,2563.0,2.0,0.1,16.5,2.96,1.46,5.0,0.0,47882.0,3.0,18.0,63.0,1279.0,-23.0,3.0,-106.932022637312,9.0,47.0,8.0,1142.06797736269,0.0,20.0,23.5330319014641,97.1526750521905,33.0,1290.0,0.0,988144.0,1083171.0,1083377.85717557,1187048.0,1446848.0,17666048.0,17666048.0,17666048.0,17666048.0,0.0447984744522374,0.0575952244667285,0.0618968090656156,0.0639019549192787,0.0679198879115465,0.200039888312724,0.0,204518.0,303972.0,437918.468840983,466458.0,30590392.0,0.0,0.0828735306304772,0.0,27.0000000018626,0.0,1388.0,1388.0,1758.59439102338,1388.0,29148.0,1491.0,5563.0,0.00016,176.87072,195.64944,214.27744,298.04928,642.0,13856.0,251.213241370648,361.711999988697,13799890140.4296,448.084869545735,10561408000000.0,165673.845
8744,513.0,29765.0,5.0,0.0,0.0,451740225.0,0.0,0.0,32.0,15319.0,65236.0,232.0,2.0,231.0,8891.0,41937920.0,1539328.0,1638400.0,40061256.0,5.0,5.0,189586.0,5.0,26372.0,7.0,460.0,0.0,7.494,60.5,155.0,17.9,58.9,43.9,0.0,29.0,1.0,22.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6419.0,0.0,18.2,0.4,0.6,0.8,1.0,0.2,0.8,0.7,0.0,0.0,0.0,0.0,0.0,19744.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,49.0,72.0,329.0,12.0,13.0,11.7073219339153,15.0,32.0,31.0,232.707321933915,0.0,47.0,62.0,66.6902710043776,84.0,342.0,0.0,3402328.0,3995696.0,5027264.2614891,6977316.0,8035164.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0559782650164815,0.0811277240263704,0.108785271181785,0.12479181379443,0.169978577859846,0.501944778311966,0.0,1858546.75,2906014.0,3300737.29586671,4707122.25,11396842.0,0.0,0.149929250453416,0.0,17.9999999963911,1.0,2776.0,6940.0,9001.32672951587,12492.0,65236.0,0.0,15317.0,8e-05,444.67424,484.56672,568.53472,754.1404,0.0,0.0,512.018196068392,614.936774186936,2337488934.97545,725.534557725353,58901544000000.0,480837.241
8753,289.0,32125.0,12.0,0.0,0.0,613013433.0,0.0,0.0,148.0,16290.0,65236.0,232.0,4.0,231.0,10951.2,41937920.0,1579776.0,1638400.0,40224118.0,5.0,5.0,250671.25,5.0,13880.0,5.0,460.0,0.0,7.366,34.9,155.0,22.6,31.7,27.2,0.0,23.0,1.0,22.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6691.0,0.0,26.6,0.4,0.7,0.5,1.0,0.3,0.5,0.5,4.0,0.0,0.0,0.0,0.0,23284.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,97.0,3.0,46.0,56.0,144.0,10.0,13.0,12.4606148710494,15.0,41.0,35.0,88.4606148710494,6.0,50.0,59.0,60.0356829994516,68.0,157.0,0.0,4931968.0,5959888.0,6366928.97636354,7317512.0,10311276.0,41937920.0,41937920.0,41937920.0,41937920.0,0.0881448579233305,0.119659177183799,0.142112150531071,0.1565892277961,0.187715856314213,0.367029093683652,0.0,2856442.0,3755196.0,3996919.01518333,4952898.0,11909480.0,0.0,0.132919343838664,0.0,39.0000000043074,1.0,2776.0,7840.0,10993.9214515636,16656.0,65236.0,38.0,16286.0,0.0004,598.23904,681.61088,782.46816,1065.90872,21.0,0.0,718.100444434471,850.698666652488,874.468871250648,1011.43232431066,9146.28799847562,657411.206
8760,95.0,22514.0,5.0,0.0,153.0,333707329.0,0.0,1267836.0,92.0,11735.0,65236.0,232.0,4.0,231.0,9138.2,41940992.0,1652864.0,1638400.0,39925189.0,5.0,5.0,172094.0,0.0,36088.0,12.0,460.0,0.0,7.31,198.1,155.0,20.9,32.1,26.9,0.0,32.1,1.0,29.0,32.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717.0,0.0,46.4,0.5,1.0,0.7,1.0,0.5,0.7,0.7,18.0,0.0,0.1,0.1,0.0,13864.0,24.0,1.0,0.0,0.3,0.06,0.0,5.0,0.0,211.0,3.0,40.0,65.0,392.0,10.0,13.0,11.2188515113142,16.0,41.0,24.0,236.218851511314,0.0,40.0,53.0,65.6981220062769,76.0,406.0,0.0,2688372.0,3135584.0,3736357.14711226,4840620.0,7430324.0,41937920.0,41937920.0,41937920.0,41940992.0,0.0494498534977414,0.0642324655109266,0.0760174085886949,0.0957691086914904,0.115426282383894,0.373444085216901,0.0,1220529.0,1747666.0,2204918.81756868,2552278.5,19719094.0,0.0,0.202064693737,0.0,164.000000004307,0.0,2776.0,6940.0,9160.97148220744,13880.0,65236.0,28.0,11696.0,8e-05,322.28128,381.28864,451.79472,682.70136,17.0,22.0,378.464592585584,491.170782598018,1880296108.43292,667.676943812723,47710272000000.0,363069.299
